ID,parentID,insertDate,name,code,type,level,provinceID,city,zone,address,postalCode,phone,haveInternet,email,ownership,distanceFromParent,timeToParent,roadType,climate,populationNumber,childrenNumber,receivingVaccMode,transportMode,startWork,staffNumber,powerSource,remark,country,higherLevel,lowerLevel,year,updateNumber,completerStaffName,completerStaffPosition,completerStaffSign,facilityBarcode,equipBarcode,district,gps,other,changeDate,Coverage,functionstatus,byfile,HaveImmService,TypeImmService,NumImmperWeek,NumProfStaff,NumVaccStaff,NumDriverStaff,Coverage2,HaveGenerator,HaveCovid,countVacc1,countVacc2,otherservice,isDel,delreason,enterBy,code2,IsbuildingSuitable,buildingSuitableReason,selectedServices,NumIcepack,MaxSDI,FacMainPlan,NumIsOpen,workingHFrom,workingHTo,other1,other2,other3,other4,other5,other6,Coverage3,countVacc3,Coverage4,countVacc4
733,658,08/07/2022,Ponilala,TLS0500030,156,5,-1,,,Ponilala,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,11/15/2022 3:55:00 PM,Domingos Freitas,J,,,NULL,Ermera,,No,14/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,-1,665,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
734,659,08/07/2022,Asulau Sare,TLS0500031,156,5,-1,,,Asulau Sare,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
735,659,08/07/2022,Leimia Kraik,TLS0500032,156,5,-1,,,Leimia Kraik,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
736,659,08/07/2022,Manuleten/Coliate,TLS0500033,156,5,-1,,,Manuleten/Coliate,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
737,659,08/07/2022,Manusae,TLS0500034,156,5,-1,,,Manusae,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
738,659,08/07/2022,Rairaga/Coliate,TLS0500035,156,5,-1,,,Rairaga/Coliate,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
739,660,08/07/2022,Bahkita,TLS0500036,156,5,-1,,,Bahkita,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
740,660,08/07/2022,Hatu Hei,TLS0500037,156,5,-1,,,Hatu Hei,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
741,656,07/08/2022,Hatugau,TLS0400070,156,4,-1,,,Hatugau,,Yes,NULL,,-1,NULL,,NULL,-1,4000,29,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,1,231,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
742,660,08/07/2022,Hatugau,TLS0500038,156,5,-1,,,Hatugau,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
743,660,08/07/2022,Leobasa,TLS0500039,156,5,-1,,,Leobasa,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
744,660,08/07/2022,Aimeta,TLS0500040,156,5,-1,,,Aimeta,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,3,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
745,660,08/07/2022,Leimia Sorin,TLS0500041,156,5,-1,,,Leimia Sorin,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
746,660,08/07/2022,Lequisala,TLS0500042,156,5,-1,,,Lequisala,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
747,660,08/07/2022,Goulolo,TLS0500043,156,5,-1,,,Goulolo,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
748,662,07/08/2022,Aitura,TLS0500044,156,5,-1,,,Aitura,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,11/22/2022 5:19:33 AM,Domingos Freitas,J,,,NULL,Ermera,,No,12/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,-1,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
749,662,08/07/2022,Lauala Leten,TLS0500045,156,5,-1,,,Lauala Leten,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
750,662,08/07/2022,Huitasu,TLS0500046,156,5,-1,,,Huitasu,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,7/14/2022 8:04:54 AM,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
751,663,08/07/2022,Matata,TLS0500047,156,5,-1,,,Matata,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
752,663,08/07/2022,Railaco Leten,TLS0500048,156,5,-1,,,Railaco Leten,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
753,663,08/07/2022,Samalete,TLS0500049,156,5,-1,,,Samalete,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
754,663,08/07/2022,Fatuquero,TLS0500050,156,5,-1,,,Fatuquero,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,7/15/2022 6:25:04 AM,Domingos Freitas,J,,,NULL,Ermera,,No,15/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,-1,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
755,663,08/07/2022,Deleco,TLS0500051,156,5,-1,,,Deleco,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
756,663,08/07/2022,Tarasu,TLS0500052,156,5,-1,,,Tarasu,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,Ermera,,No,08/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
757,690,25/07/2022,Postu Saude Tumin,TLS0500053,156,5,-1,,,Tumin,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,2,215,,NULL,NULL,0,NULL,7/27/2022 2:38:49 PM,Domingos Freitas,J,,,NULL,RAEOA,,No,25/07/2022,NULL,-1,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
758,690,25/07/2022,Postu Saude Nibin,TLS0500054,156,5,-1,,,Nibin,,Yes,NULL,,-1,NULL,,NULL,-1,1550,0,-1,-1,,11,215,,NULL,NULL,0,NULL,7/25/2022 6:13:11 AM,Domingos Freitas,J,,,NULL,RAEOA,,No,25/07/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,-1,1,NULL,-1,-1,,0,0.00,,NULL,07:30,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
759,690,25/07/2022,Postu Saude Pune,TLS0500055,156,5,-1,,,Pune,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,25/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
760,688,28/07/2022,"Banoco ",TLS0500056,156,5,-1,,,Banoco,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,2022/12/02 11:57:45 ق.ظ,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,-1,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
761,689,27/07/2022,Usi-Taco,TLS0500057,156,5,-1,,,"Usi-Taco ",,Yes,NULL,,-1,NULL,,NULL,-1,1520,0,-1,-1,,4,215,,NULL,NULL,0,NULL,12/2/2022 11:29:35 AM,Domingos Freitas,J,,,NULL,RAEOA,,No,27/07/2022,NULL,-1,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,07:30,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
762,688,28/07/2022,Lifau,TLS0500058,156,5,-1,,,Lifau,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
763,688,28/07/2022,Makela,TLS0500059,156,5,-1,,,Makela,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
764,688,28/07/2022,Quinat,TLS0500060,156,5,-1,,,Quinat,,Yes,NULL,,140,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
765,688,28/07/2022,Roti,TLS0500061,156,5,-1,,,Roti,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
766,688,28/07/2022,Sakato,TLS0500062,156,5,-1,,,Sakato,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
767,688,28/07/2022,Welulan,TLS0500063,156,5,-1,,,Welulan,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
768,691,28/07/2022,Aimnano,TLS0500064,156,5,-1,,,Aimnano,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
769,691,28/07/2022,Malelat,TLS0500065,156,5,-1,,,Malelat,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
770,689,28/07/2022,Bebo,TLS0500066,156,5,-1,,,Bebo,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
771,689,28/07/2022,Vainase,TLS0500067,156,5,-1,,,Vainase,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
772,689,28/07/2022,Wenunu/Suneufe,TLS0500068,156,5,-1,,,Wenunu,,Yes,NULL,,-1,NULL,,NULL,-1,3000,0,-1,-1,,7,215,,NULL,NULL,0,NULL,NULL,Domingos Freitas,J,,,NULL,RAEOA,,No,28/07/2022,NULL,-1,NULL,NULL,NULL,NULL,7,0,0,NULL,0,NULL,0,0,1,0,0,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
773,634,25/08/2022,Damlara,TLS0500069,156,5,-1,,,"Atabae damlara ",,Yes,NULL,,-1,NULL,,NULL,-1,2000,0,-1,-1,,2,215,,NULL,NULL,0,NULL,8/25/2022 6:47:37 AM,Rudi Gonzalves,Rudy Goncalves,,,NULL,Bobonaro,,No,25/08/2022,NULL,-1,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,0,642,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
774,634,25/08/2022,Aidaba salala,TLS0500070,156,5,-1,,,Atabae Aidaba salala,,Yes,NULL,,-1,NULL,,NULL,-1,2000,0,-1,-1,,3,215,,NULL,NULL,0,NULL,8/25/2022 7:03:42 AM,Rudi Gonzalves,Rudy goncalves,,,NULL,Bobonaro,"-8.845743, 125.189295",No,25/08/2022,NULL,-1,NULL,NULL,NULL,NULL,3,0,0,NULL,0,NULL,0,0,1,0,0,642,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
775,634,25/08/2022,Rai robu,TLS0500071,156,5,-1,,,Atabae Rai robu,,Yes,NULL,,-1,NULL,,NULL,-1,2000,0,-1,-1,,2,215,,NULL,NULL,0,NULL,2022/11/22 05:49:06 ق.ظ,Rudi Gonzalves,Rudy Goncalves,,,NULL,Bobonaro,,No,25/08/2022,NULL,-1,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,0,642,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
776,634,25/08/2022,Nunu Doi,TLS0500072,156,5,-1,,,Atabae Nunu Doi,,Yes,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,4,NULL,2022/11/22 05:54:41 ق.ظ,Rudi Gonzalves,Rudy Goncalves,,,NULL,Bobonaro,,No,25/08/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,642,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
777,664,14/11/2022,Community Health Center Mehara,TLS0400071,120,4,-1,,,Mehara,,+607 77088959,0,,140,NULL,,NULL,-1,3509,10,-1,-1,2005,25,215,,NULL,NULL,2,2005,NULL,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,20,0,1,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
778,665,14/11/2022,Health Post Leuro,TLS0500073,156,5,-1,,,Posto Administrativo Lospalos,,+670 77088959,1,,140,NULL,,NULL,-1,2000,0,-1,-1,2016,2,215,,NULL,NULL,0,2016,11/16/2022 12:34:38 AM,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
779,665,14/11/2022,Health Post  Souro,TLS0500074,156,5,-1,,,Posto Administrativo Lospalos,,+670 77088959,0,,140,NULL,,NULL,-1,2000,0,-1,-1,2016,2,215,,NULL,NULL,0,2016,NULL,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
780,616,14/11/2022,Health post Nugufu,TLS0500075,156,5,-1,,,Nugufu,,77456786,NULL,,-1,NULL,,NULL,-1,3600,0,-1,-1,,2,215,,NULL,NULL,1,NULL,11/16/2022 3:23:43 AM,Antonio Q. Mendonsa,Yes,,,NULL,Ainaro,,8,14/11/2022,NULL,-1,NULL,NULL,NULL,NULL,2,0,1,NULL,0,NULL,0,0,1,0,0,622,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
781,665,14/11/2022,Health Post  Home,TLS0500076,156,5,-1,,,Posto Administrativo Lospalos,,+670 77088959,0,,140,NULL,,NULL,-1,2000,0,-1,-1,2012,1,215,,NULL,NULL,0,2012,NULL,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,1,0,0,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
782,674,14/11/2022,Posto Barique,TLS0400072,156,4,-1,,,Barique /Natarbora,,78326244,1,cesaltinosoares@gmail.com,140,NULL,,NULL,-1,4500,50,-1,-1,,6,215,Pessoal Saude Presija Mantein iha PS no Koidado nafatin Ekipamentos Medicos.,NULL,NULL,3,NULL,NULL,Cesaltino Soares,Dr. Fransisco Carion,,,NULL,Manatuto,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,1,231,1,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
783,665,14/11/2022,Health Post  Rasa,TLS0500077,156,5,-1,,,Posto Administrativo Lospalos,,+607 77088959,0,,140,NULL,,NULL,-1,2000,0,-1,-1,2022,1,215,,NULL,NULL,0,2022,NULL,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,1,0,0,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
784,616,14/11/2022,Health post Surucraik,TLS0500078,156,5,-1,,,Surucraik,,77472300,NULL,,-1,NULL,,NULL,-1,3600,0,-1,-1,,1,215,,NULL,NULL,2,NULL,NULL,Antonio Q. Mendonsa,Yes,,,NULL,Ainaro,,8,14/11/2022,NULL,-1,NULL,NULL,NULL,NULL,1,0,1,NULL,0,NULL,0,0,1,0,0,622,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
785,622,14/11/2022,PS. Caisido,TLS0500079,156,5,-1,,,Tirilolo,,77468988,1,,140,NULL,,NULL,-1,3600,0,-1,-1,,10,215,,NULL,NULL,5,NULL,NULL,Celestino da Costa Brito,"Yes ",,,NULL,Baucau,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,1,231,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
786,665,14/11/2022,Health Post  Saka-Kota,TLS0500080,156,5,-1,,,Posto Administrativo Lospalos,,77088959,0,,140,NULL,,NULL,-1,2000,0,-1,-1,2016,2,215,,NULL,NULL,0,2016,11/15/2022 8:58:34 AM,Aleixo Monteiro,Lex Mont,,,NULL,Lautem,,8,14/11/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,-1,673,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
